,Company,Job_Title,Location,Salary,Job_Sedcription,URL
659,DoorDash,"Software Engineer, Streaming & Realtime Data Platform","Mountain View, CA",$82K-$163K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2322&ao=1091461&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&cs=1_68b6a44d&cb=1604500890068&jobListingId=3720847055
660,Cisco Systems,Principal Data Scientist,"San Jose, CA",$120K-$190K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2323&ao=133046&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&cs=1_19fbfb44&cb=1604500890068&jobListingId=3678152021
661,Walmart,(USA) Senior Data Analyst - Ecomm,"Sunnyvale, CA",$136K-$217K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2324&ao=133042&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&cs=1_76d8d57c&cb=1604500890069&jobListingId=3667094031
662,"nexus IT group, Inc.",Machine Learning Engineer,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2325&ao=60007&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&cs=1_bd0973ed&cb=1604500890070&jobListingId=3683108298
663,InfoWay Solutions LLC,Machine Learning Engineer,"Sunnyvale, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2326&ao=4341&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_43a71a87&cb=1604500890070&jobListingId=3639750067
664,Bill.com,Senior Risk Data Analyst,"Palo Alto, CA",$64K-$121K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2327&ao=148364&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&cs=1_c04cedd7&cb=1604500890071&jobListingId=3732579830
665,HopHR,Principal Data Scientist | CA-Cupertino,"Cupertino, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2328&ao=148364&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&cs=1_3c8ac61c&cb=1604500890071&jobListingId=3551822419
666,Apex Systems,Sr. Product Data Scientist II,"Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2329&ao=922202&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e21ebfa5&cb=1604500890071&jobListingId=3709788093
667,IntelliPro Group Inc.,HR Data Analyst (Workday EIB),"Mountain View, CA",$55K-$105K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2330&ao=4341&s=58&guid=0000017593b4a010b0f4e6e77e5ca5d3&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a7563e34&cb=1604500890071&jobListingId=3452896211
668,IntelliPro Group Inc.,HR Data Analyst (Workday EIB),"Mountain View, CA",$55K-$105K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2401&ao=4341&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c47fab5a&cb=1604500895062&jobListingId=3452896211
669,"Infinity Consulting Solutions, Inc.",Machine Learning Engineer,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2402&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_aa0fa507&cb=1604500895062&jobListingId=3727906203
670,Apex Systems,Sr. Product Data Scientist II,"Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2403&ao=922202&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e43c53a2&cb=1604500895063&jobListingId=3709788093
671,GENENTECH,Data Management Engineer II,"South San Francisco, CA",$94K-$170K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2404&ao=1044074&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc70b7dd&cb=1604500895065&jobListingId=3732595768
672,Comcast,Big Data Engineering Analyst,"Sunnyvale, CA",$97K-$169K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2405&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_daea2bb7&cb=1604500895065&jobListingId=3688117603
673,Apple,"Siri - Machine Learning Engineer, Speech and Audio Systems","Santa Clara, CA",$142K-$167K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2406&ao=191997&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_218591f4&cb=1604500895068&jobListingId=3527692446
674,SACC INC,"Web Data Analyst | CA, USA | 5+ Years","Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2407&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_c15150ab&cb=1604500895069&jobListingId=3663418582
675,Enquero Inc,Senior Data Analyst - Einstein Analytics,"Milpitas, CA",$66K-$116K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2408&ao=1020558&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_ce99a42f&cb=1604500895070&jobListingId=3732646031
676,General Automation Lab Technologies,"Assay Development Scientist, Phenotype Screening","San Carlos, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2409&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_02b87fb4&cb=1604500895071&jobListingId=3663440634
677,McD Tech Labs,"Machine Learning Engineer, Speech Recognition - McD Tech Labs","Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2410&ao=4134&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_002d758e&cb=1604500895075&jobListingId=3715966148
678,Tencent,(Senior) Machine Learning Engineer - Tencent Games,"Palo Alto, CA",$113K-$195K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2411&ao=8095&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_8ec05f6d&cb=1604500895071&jobListingId=3693688868
679,Albertsons Companies,Senior Data Scientist,"Pleasanton, CA",$96K-$152K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2412&ao=839937&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_b7eead10&cb=1604500895072&jobListingId=3719639897
680,JD.com,JD Digits AI Lab - Machine Learning Research Scientist,"Mountain View, CA",$117K-$200K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2413&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_14b52b72&cb=1604500895073&jobListingId=3709544152
681,Adobe,2021 Summer Intern - Data Engineer,"San Jose, CA",$119K-$218K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2414&ao=132917&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_2afe177f&cb=1604500895073&jobListingId=3715251512
682,Apple,Machine Learning Scientist - News,"Santa Clara, CA",$134K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2415&ao=191997&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_bb598b47&cb=1604500895073&jobListingId=3399526288
683,Facebook AR/VR,Data Engineer - W2 Opportunity,"Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2416&ao=1044076&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d50dac0e&cb=1604500895074&jobListingId=3725175050
684,Twist Bioscience,Sr Staff Scientist,"South San Francisco, CA",$98K-$187K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2417&ao=8095&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_57870141&cb=1604500895074&jobListingId=3689936284
685,McDonald's Corporate,"Data Scientist, ML Evaluation - McD Tech Labs","Mountain View, CA",$85K-$140K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2418&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_235027f6&cb=1604500895075&jobListingId=3718152639
686,Exelixis,Assistant Research Scientist I (Pharmacokinetics/Pharmacodynamics),"Alameda, CA",$51K-$106K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2419&ao=876643&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_07fbf59f&cb=1604500895075&jobListingId=3646124290
687,California State University,Department of Applied Data Science Lecturer Pool,"San Jose, CA",$80K-$133K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2420&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_34a5c360&cb=1604500895076&jobListingId=3702986706
688,ByteDance,"Data Engineer, Video Cloud","Mountain View, CA",$84K-$151K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2421&ao=934755&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc52955f&cb=1604500895076&jobListingId=3611582750
689,Exelixis,Sr. Scientist I (CMC Quality Control Analytical),"Alameda, CA",$87K-$167K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2422&ao=876643&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_6c69a355&cb=1604500895076&jobListingId=3575494602
690,Stanford School of Medicine,Data Engineer,"Stanford, CA",$62K-$117K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2423&ao=1091454&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a69cf083&cb=1604500895077&jobListingId=3719405104
691,ByteDance,Data Engineer in Security,"Mountain View, CA",$81K-$142K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2424&ao=934755&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_f4aed317&cb=1604500895078&jobListingId=3491492822
692,NVIDIA,"Research Scientist, Computer Graphics - Deep Learning","Santa Clara, CA",$133K-$227K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2425&ao=132938&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_1ed8f581&cb=1604500895078&jobListingId=3716096001
693,Livongo,"Senior Machine Learning Engineer, Growth","Mountain View, CA",$141K-$241K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2426&ao=365092&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_16b8f916&cb=1604500895079&jobListingId=3698652712
694,Kodoai,Data Analyst with Health (Claims & Payer) Experience - Local to CA required,"Foster City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2427&ao=1091454&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f9aa1821&cb=1604500895079&jobListingId=3724128983
695,LIVE OBJECTS,Backend Data Engineer,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2428&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_042bfe77&cb=1604500895079&jobListingId=3663431552
696,"Ordr, Inc.",Principal Data Scientist,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2429&ao=1091461&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_8b1bd5a4&cb=1604500895080&jobListingId=3688100479
697,Denali Therapeutics,Senior Data Scientist,"South San Francisco, CA",$122K-$191K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2430&ao=8095&s=58&guid=0000017593b4b38da9f19089ed8fce64&src=GD_JOB_AD&t=SR&vt=w&cs=1_e9327c4f&cb=1604500895080&jobListingId=3669071176
698,Agilent Technologies,R&D Scientist (Advanced),"Santa Clara, CA",$82K-$132K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2501&ao=132935&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_f9785fd2&cb=1604500899469&jobListingId=3704650291
699,"Electric Power Research Institute, Inc.",Energy Storage Research Project Engineer (Engineer/Scientist II),"Palo Alto, CA",$63K-$105K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2502&ao=296789&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_ce911559&cb=1604500899469&jobListingId=3731855743
700,InfoWay Solutions LLC,Job Role: Data engineer,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2503&ao=4341&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9093bf74&cb=1604500899470&jobListingId=3632905495
701,PerformanceStar,Java Machine Learning Programmers & Scientists,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2504&ao=1091461&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_d0bb6056&cb=1604500899472&jobListingId=3663406637
702,IntelliPro Group Inc.,Big Data Engineering Instructor,"Santa Clara, CA",$58K-$111K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2505&ao=4341&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_645745f3&cb=1604500899473&jobListingId=3592606561
703,Centrillion,Scientist Organic Chemistry,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2506&ao=8095&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_606d077a&cb=1604500899475&jobListingId=3687287586
704,Amazon,Senior Machine Learning Applied Scientist (Ads Auction),"Palo Alto, CA",$135K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2507&ao=133043&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_1ea0e3c2&cb=1604500899476&jobListingId=3576550010
705,CyberCoders,Data Engineer,"Redwood City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2508&ao=1044072&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_220e2cd7&cb=1604500899478&jobListingId=3731812160
706,New York Technology Partners,Data Engineer,"Menlo Park, CA",$92K-$169K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2509&ao=37049&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_e0d646a0&cb=1604500899478&jobListingId=3506387946
707,Kforce,Data Engineer,"Sunnyvale, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2510&ao=220345&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_70b025f0&cb=1604500899478&jobListingId=3723582040
708,"Conch Technologies, Inc",Data Engineer,"San Jose, CA",$77K-$143K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2511&ao=37049&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_70951f28&cb=1604500899478&jobListingId=3623026857
709,Apple,"Apple Media Products - Big Data Analyst, Analytics Engineering","Santa Clara, CA",$65K-$113K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2512&ao=191997&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_9382dfae&cb=1604500899479&jobListingId=3672434845
710,JSR Micro,Data Scientist / Data Automation Engineer,"Sunnyvale, CA",$110K-$178K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2513&ao=1091454&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_705d8f7a&cb=1604500899480&jobListingId=3688259778
711,GENENTECH,"Senior Bioinformatics Scientist, Neuroscience Reverse Translation","South San Francisco, CA",$125K-$192K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2514&ao=1044074&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_c0b89738&cb=1604500899481&jobListingId=3721893757
712,Yochana,GCP Data Engineer with Billing and Dashboards expert,"San Jose, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2515&ao=37049&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_492c64b3&cb=1604500899481&jobListingId=3561248120
713,Tempus,Machine Learning Scientist - Bay,"Redwood City, CA",$60K-$105K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2516&ao=1091461&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e3369e50&cb=1604500899482&jobListingId=3663437365
714,Amazon,"Sr. Applied Scientist, Alexa - Speech/Acoustics","Sunnyvale, CA",$37K-$321K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2517&ao=133043&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_c67ddd72&cb=1604500899482&jobListingId=3587682516
715,Guardant Health,Data Architect,"Redwood City, CA",$102K-$170K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2518&ao=941254&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_3c4ec1c8&cb=1604500899482&jobListingId=3704269118
716,HIRECLOUT,Data Engineer - ETL/Data Pipeline,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2519&ao=45367&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_27eed163&cb=1604500899482&jobListingId=3730131349
717,Tempus,"Machine Learning Scientist, Radiology","Redwood City, CA",$65K-$113K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2520&ao=1091461&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_38dc751d&cb=1604500899483&jobListingId=3720494321
718,Tempus Labs,Machine Learning Scientist - Knowledge Graphs,"Redwood City, CA",$107K-$177K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2521&ao=8095&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b8dc8695&cb=1604500899484&jobListingId=3648003310
719,Ellie Mae,Senior Machine Learning Engineer/Data Scientist 201723,"Pleasanton, CA",$118K-$197K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2522&ao=134231&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_18b4e52a&cb=1604500899484&jobListingId=3668675851
720,ServiceChannel,Data Engineer,"Pleasanton, CA",$69K-$128K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2523&ao=1091461&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_f7ad33d9&cb=1604500899485&jobListingId=3688167856
721,Instagram,"Data Engineer, Analytics (Instagram Well Being)","Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2524&ao=4120&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_28543e27&cb=1604500899488&jobListingId=3695590610
722,BayOne Solutions,Web Analytic Engineer/Data Engineer,"San Mateo, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2525&ao=4120&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_423b14ef&cb=1604500899485&jobListingId=3690175692
723,Atlassian,"Senior Machine Learning Engineer, Data Science","Mountain View, CA",$138K-$236K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2526&ao=148364&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_f33fd052&cb=1604500899486&jobListingId=3650147845
724,Inffiniti Inc.,Senior Data Engineer - ETL/Data-Pipeline,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2527&ao=1091454&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_cccd04bd&cb=1604500899488&jobListingId=3688321450
725,Concept Tapestry,Java Machine Learning Programmers Scientists,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2528&ao=1091461&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_7c336058&cb=1604500899486&jobListingId=3663400681
726,Perfect World Entertainment North America,Lead Data Scientist,"Redwood City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2529&ao=148364&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_6cda69b3&cb=1604500899486&jobListingId=3652924381
727,CVS Health,Lead Data Scientist,"Cupertino, CA",$127K-$202K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2530&ao=133456&s=58&guid=0000017593b4c510a1719b79e175bb4f&src=GD_JOB_AD&t=SR&vt=w&cs=1_d041a0a6&cb=1604500899487&jobListingId=3690170359
728,Celandyne Software Solutions,Data-Modeler-Oracle-Development,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2601&ao=1091461&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&cs=1_f7831f12&cb=1604500903815&jobListingId=3663399178
729,Susquehanna International Group,Machine Learning Engineer,"Alameda, CA",$119K-$202K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2602&ao=1091461&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&cs=1_0724fe23&cb=1604500903811&jobListingId=3663487498
730,CyberCoders,Data Engineer,"Redwood City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2603&ao=1044072&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_00c26e0d&cb=1604500903812&jobListingId=3731812160
731,"Conch Technologies, Inc",Data Engineer,"San Jose, CA",$77K-$143K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2604&ao=37049&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&cs=1_8772c88c&cb=1604500903813&jobListingId=3623026857
732,"nexus IT group, Inc.",Machine Learning Engineer AR/VR,"Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2605&ao=60007&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&cs=1_a7a8365a&cb=1604500903819&jobListingId=3683108307
733,JSR Micro,Data Scientist / Data Automation Engineer,"Sunnyvale, CA",$110K-$178K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2606&ao=1091454&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ed6fc27c&cb=1604500903817&jobListingId=3688259778
734,IntelliPro Group Inc.,Data Science teaching assistant,"Santa Clara, CA",$11-$23 Per Hour(Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2607&ao=4341&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_82d6b120&cb=1604500903818&jobListingId=3592606555
735,Tempus,Machine Learning Scientist - Bay,"Redwood City, CA",$60K-$105K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2608&ao=1091461&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6ee75731&cb=1604500903818&jobListingId=3663437365
736,Baidu USA,Research Scientist (Computational Biology),"Sunnyvale, CA",$82K-$131K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2609&ao=388962&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&cs=1_8caee56a&cb=1604500903822&jobListingId=3688572692
737,Logic20/20,Machine Learning Engineer,"San Jose, CA",$88K-$154K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2610&ao=133080&s=58&guid=0000017593b4d586b877f05d6a6f381f&src=GD_JOB_AD&t=SR&vt=w&cs=1_2dc269bf&cb=1604500903823&jobListingId=3720989053
